date,equity
2017-04-10,1.0
2017-04-11,1.0
2017-04-12,1.0
2017-04-13,1.0
2017-04-14,1.0
2017-04-17,1.0
2017-04-18,1.0
2017-04-19,1.0
2017-04-20,1.0
2017-04-21,1.0
2017-04-24,1.0
2017-04-25,1.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,1.0
2017-05-05,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,1.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,1.0
2017-05-26,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,1.0
2017-06-01,1.0
2017-06-02,1.0
2017-06-05,1.0
2017-06-06,1.0
2017-06-07,1.0
2017-06-08,1.0
2017-06-09,1.0
2017-06-12,1.0
2017-06-13,1.0
2017-06-14,1.0
2017-06-15,1.0
2017-06-16,1.0
2017-06-19,1.0
2017-06-20,1.0
2017-06-21,1.0
2017-06-22,1.0
2017-06-23,1.0
2017-06-26,1.0
2017-06-27,1.0
2017-06-28,1.0
2017-06-29,1.0
2017-06-30,1.0
2017-07-03,1.0
2017-07-04,1.0
2017-07-05,1.0
2017-07-06,1.0
2017-07-07,1.0
2017-07-10,1.0
2017-07-12,1.0
2017-07-13,1.0
2017-07-14,1.0
2017-07-17,1.0
2017-07-18,1.0
2017-07-19,1.0
2017-07-20,1.0
2017-07-21,1.0
2017-07-24,1.0
2017-07-25,1.0
2017-07-26,1.0
2017-07-27,1.0
2017-07-28,1.0
2017-07-31,1.0
2017-08-01,1.0
2017-08-02,1.0
2017-08-03,1.0
2017-08-04,1.0
2017-08-07,1.0
2017-08-08,1.0
2017-08-09,1.0
2017-08-10,0.999704429905808
2017-08-11,0.9942592415462836
2017-08-14,0.9999814077372908
2017-08-15,0.998740171714689
2017-08-16,1.0029029697403908
2017-08-17,1.009577244424673
2017-08-18,0.9983862065114418
2017-08-21,1.004814343989433
2017-08-22,1.0055163454572456
2017-08-23,1.0087515000762217
2017-08-24,1.0078328206314235
2017-08-25,1.0096116000463002
2017-08-28,1.01586629872147
2017-08-29,1.010370866161947
2017-08-30,1.0199070846576521
2017-08-31,1.015243503962563
2017-09-01,1.0161170296214042
2017-09-04,1.0134768368053462
2017-09-05,1.0144632013799637
2017-09-06,1.0087037112714765
2017-09-07,1.0118429830209315
2017-09-08,1.0197453961571465
2017-09-11,1.0233411861513158
2017-09-12,1.0229867736206648
2017-09-13,1.0351779360092228
2017-09-14,1.0236241734506044
2017-09-15,1.0345633303489887
2017-09-18,1.0524118117674477
2017-09-19,1.0503979655983502
2017-09-20,1.0559858746792483
2017-09-21,1.0543381563790257
2017-09-22,1.0546706182741867
2017-09-25,1.0531215074531182
2017-09-26,1.0406179376411893
2017-09-27,1.0332712521032505
2017-09-28,1.0291265101178986
2017-09-29,1.0297884699014739
2017-10-02,1.0304652784612138
2017-10-03,1.0195107918966262
2017-10-04,1.019955579953699
2017-10-05,1.0222534192809174
2017-10-06,1.0071111389661436
2017-10-09,1.0051433728261134
2017-10-10,1.0066950234919223
2017-10-11,1.0148011850214114
2017-10-12,1.0212646732995887
2017-10-13,1.0213767722143077
2017-10-16,1.0245452354292235
2017-10-17,1.0197404189407089
2017-10-18,1.0163998444892541
2017-10-19,1.0224551769751606
2017-10-20,1.0236084236411374
2017-10-23,1.0216360381543839
2017-10-24,1.0191388130877768
2017-10-25,1.0157068738436004
2017-10-26,1.0176977900593867
2017-10-27,0.9986817815481972
2017-10-30,0.9939390596854192
2017-10-31,0.9934758344095951
2017-11-01,0.9975905189948743
2017-11-02,0.9988005658727137
2017-11-03,0.9937383709204253
2017-11-06,0.9878249878039994
2017-11-07,0.9930193739287236
2017-11-08,0.9891631330443709
2017-11-09,0.9890902073198349
2017-11-10,0.9906797566512929
2017-11-13,0.9890394538356849
2017-11-14,0.98609065443687
2017-11-15,0.9954410962489945
2017-11-17,0.9905870275667532
2017-11-20,0.9795142232275641
2017-11-21,0.9849882204613162
2017-11-22,0.9859445093824991
2017-11-23,1.0019023322228264
2017-11-24,1.0050492734146204
2017-11-27,1.0063983036730029
2017-11-28,1.0074955257379286
2017-11-29,1.0032368366910802
2017-11-30,1.0004207043785562
2017-12-01,1.0047925771421544
2017-12-04,1.0013847686324455
2017-12-05,1.0042400178287254
2017-12-06,0.9996769847083692
2017-12-07,0.9946619480780081
2017-12-08,0.9872391852029612
2017-12-11,0.9804480998583784
2017-12-12,0.9807789729161316
2017-12-13,0.9796801146720028
2017-12-14,0.9997927464148992
2017-12-15,1.002234392519416
2017-12-18,0.9919750285612461
2017-12-19,0.9992919542859702
2017-12-20,0.999447491338404
2017-12-21,1.0010135558373676
2017-12-22,1.0027307025620182
2017-12-25,1.0025319967721236
2017-12-26,1.0049137495922615
2017-12-27,1.0050582018560161
2017-12-28,1.0125619028182826
2017-12-29,1.0206557536586087
2018-01-01,1.0299069185497571
2018-01-02,1.0292117966996197
2018-01-03,1.0427531323841452
2018-01-04,1.0324816373484371
2018-01-05,1.0396654608160547
2018-01-08,1.0358882882577654
2018-01-09,1.0303035897652055
2018-01-10,1.0193989601845324
2018-01-11,1.0327124562475645
2018-01-12,1.0441173293374764
2018-01-15,1.0657625476307344
2018-01-16,1.0828156225805339
2018-01-17,1.0852916221556617
2018-01-18,1.0741274997626449
2018-01-19,1.0864868024492589
2018-01-22,1.089526685579459
2018-01-23,1.092583938854823
2018-01-24,1.103418628778639
2018-01-25,1.1288843587387034
2018-01-26,1.1203755474145087
2018-01-29,1.1401201192461774
2018-01-30,1.128330778119542
2018-01-31,1.1367394199174008
2018-02-01,1.1318198101982468
2018-02-02,1.13745194656217
2018-02-05,1.10478639231335
2018-02-06,1.094147208923098
2018-02-07,1.0938056778420961
2018-02-08,1.077448907611977
2018-02-09,1.0818887111361435
2018-02-12,1.0767065201516668
2018-02-13,1.08591138585038
2018-02-14,1.0977787974544098
2018-02-15,1.1272807484414586
2018-02-16,1.1393784282297454
2018-02-19,1.125162315854474
2018-02-20,1.1184459690970119
2018-02-21,1.1064959444008653
2018-02-22,1.0884279788835043
2018-02-23,1.103296899664076
2018-02-26,1.0993003784514546
2018-02-27,1.1020245134230067
2018-02-28,1.0858966882239591
2018-03-01,1.0796937178225432
2018-03-02,1.0890828032743907
2018-03-05,1.0964453896441768
2018-03-06,1.0961649066092087
2018-03-07,1.110687282745084
2018-03-08,1.1094377771893058
2018-03-09,1.0927324394861777
2018-03-12,1.0979594833014754
2018-03-13,1.107502762085023
2018-03-14,1.1108346858106959
2018-03-15,1.1141328617827326
2018-03-16,1.0990097927923417
2018-03-19,1.0929537383802799
2018-03-20,1.099384813419766
2018-03-21,1.088319623147562
2018-03-22,1.112225994690845
2018-03-23,1.1082722603358397
2018-03-26,1.1137334772031882
2018-03-27,1.1245252693206096
2018-03-28,1.1119599005367715
2018-03-29,1.089647663523198
2018-03-30,1.0913330274373876
2018-04-02,1.0931998105562
2018-04-03,1.0930655304673214
2018-04-04,1.0914690150297808
2018-04-05,1.0941148999601842
2018-04-06,1.0815221163576094
2018-04-09,1.0883820250378387
2018-04-10,1.0967103086334546
2018-04-11,1.1047814121794892
2018-04-12,1.107617805830151
2018-04-13,1.1039729734665298
2018-04-16,1.104191707128759
2018-04-17,1.1147965991217352
2018-04-18,1.1115005453808628
2018-04-19,1.1072388029286204
2018-04-20,1.0928619739476755
2018-04-23,1.075590837685773
2018-04-24,1.0577317641437396
2018-04-25,1.0622125159367375
2018-04-26,1.048717362355715
2018-04-27,1.0432068427257857
2018-04-30,1.039961516318222
2018-05-01,1.0323102027761633
2018-05-02,1.0117294547911002
2018-05-03,1.0083319090672838
2018-05-04,1.018474733610762
2018-05-07,1.0138411528751876
2018-05-08,1.0150867824310807
2018-05-09,1.0038373498282045
2018-05-10,0.9981433619053584
2018-05-11,1.0094668398273836
2018-05-14,1.015541473564335
2018-05-15,1.0101066706949007
2018-05-16,0.9921957116533803
2018-05-17,0.9896269699213751
2018-05-18,0.9832383588537469
2018-05-21,0.9808998394338606
2018-05-22,0.9841882959565215
2018-05-23,0.9823166154470562
2018-05-24,0.9793750733176163
2018-05-25,0.9846496115634019
2018-05-28,0.975987604702344
2018-05-29,0.9735772217137038
2018-05-30,0.9665436974498681
2018-05-31,0.9663263650498914
2018-06-01,0.9671739588769964
2018-06-04,0.9640693962538301
2018-06-05,0.9675624233577841
2018-06-06,0.9720760174340255
2018-06-07,0.9807915495827815
2018-06-08,0.9801103292764997
2018-06-11,0.9814875313674296
2018-06-12,0.9728256208159174
2018-06-13,0.9686575440258459
2018-06-14,0.9734994693880953
2018-06-15,0.9425918316309148
2018-06-18,0.9471511251394462
2018-06-19,0.9539719522752058
2018-06-20,0.9487628755870119
2018-06-21,0.9475855118268973
2018-06-22,0.9549350697877331
2018-06-25,0.954303310293265
2018-06-26,0.9614642805049206
2018-06-27,0.9539470992036997
2018-06-28,0.9467908210033005
2018-06-29,0.9424333842339291
2018-07-02,0.9502907454896626
2018-07-03,0.9484500128114778
2018-07-04,0.9518654560669692
2018-07-05,0.9529630582870265
2018-07-06,0.9537738727444623
2018-07-09,0.9577510853409505
2018-07-10,0.9493094001074537
2018-07-11,0.9528163694244327
2018-07-12,0.9427271155443205
2018-07-13,0.9433032287239975
2018-07-16,0.9434534107357861
2018-07-17,0.9456429291078184
2018-07-18,0.9489639500473486
2018-07-19,0.9446169067697362
2018-07-20,0.9469129853329477
2018-07-23,0.9214429026334695
2018-07-24,0.93269485730021
2018-07-25,0.9254239774789461
2018-07-26,0.9202734830801655
2018-07-27,0.9278419697407152
2018-07-30,0.9240697046286784
2018-07-31,0.9228614273583319
2018-08-01,0.9274820628179665
2018-08-02,0.9286659516664239
2018-08-03,0.9306283345846323
2018-08-06,0.9252480432470269
2018-08-07,0.9236693817020782
2018-08-08,0.9185919539478344
2018-08-09,0.9113602008456417
2018-08-10,0.9179209797743907
2018-08-13,0.9312448615306
2018-08-14,0.9323215347892122
2018-08-15,0.9440498116977527
2018-08-16,0.9410353940578658
2018-08-17,0.939356316440929
2018-08-20,0.9266864543434821
2018-08-21,0.9150248433896225
2018-08-22,0.9022199781725881
2018-08-23,0.9066982997083968
2018-08-24,0.9252021513173536
2018-08-27,0.9088543032248976
2018-08-28,0.9039502175003788
2018-08-29,0.9057496373015294
2018-08-30,0.9017039946415033
2018-08-31,0.9042846036616546
2018-09-03,0.9178169578331642
2018-09-04,0.9183939103000737
2018-09-05,0.9246852740514304
2018-09-06,0.9181189480948658
2018-09-07,0.912384507535941
2018-09-10,0.9177188092007361
2018-09-11,0.9100223334943381
2018-09-12,0.9075675825057481
2018-09-13,0.9022677445680942
2018-09-14,0.8893662156988221
2018-09-17,0.8968425109909207
2018-09-18,0.8927174835227832
2018-09-19,0.8816052977236494
2018-09-20,0.8805395696549155
2018-09-21,0.8660963382048925
2018-09-24,0.8741991881715513
2018-09-25,0.8728567327061773
2018-09-26,0.868499508759239
2018-09-27,0.865193951751524
2018-09-28,0.862445145514519
2018-10-01,0.8669295276624945
2018-10-02,0.8687533654699826
2018-10-03,0.8734662290567953
2018-10-04,0.8911495949218311
2018-10-05,0.8827889925289131
2018-10-08,0.8790872973025495
2018-10-09,0.8769085708327554
2018-10-10,0.8697691189855539
2018-10-11,0.8685672337668601
2018-10-12,0.8622392768209878
2018-10-15,0.8594332026732109
2018-10-16,0.8556481026861642
2018-10-17,0.8515097322375987
2018-10-18,0.8523667203097539
2018-10-19,0.8612499238721091
2018-10-22,0.8539402530655783
2018-10-23,0.86149221652557
2018-10-24,0.8609991370226912
2018-10-25,0.873307851763275
2018-10-26,0.8738639159978615
2018-10-29,0.873699336436259
2018-10-30,0.8762084491182385
2018-10-31,0.8749691536186923
2018-11-01,0.876329872161475
2018-11-02,0.8533407128423443
2018-11-05,0.8515727830851374
2018-11-06,0.8468388540165297
2018-11-07,0.8418166298063358
2018-11-08,0.8402674711369293
2018-11-09,0.8492132937453912
2018-11-12,0.8587641663049878
2018-11-13,0.8697784716656917
2018-11-14,0.8554067728660931
2018-11-15,0.854890294012793
2018-11-16,0.8605297572547969
2018-11-19,0.8445047482079768
2018-11-20,0.8411365179012671
2018-11-21,0.8514576339261966
2018-11-22,0.8456449750705505
2018-11-23,0.8421560798997536
2018-11-26,0.848374502123144
2018-11-27,0.853089705829386
2018-11-28,0.8584773449111123
2018-11-29,0.8454679595239154
2018-11-30,0.8430346159916191
2018-12-03,0.840672135044431
2018-12-04,0.8407672060948173
2018-12-05,0.836200633933938
2018-12-06,0.8385087767041588
2018-12-07,0.8352873371152785
2018-12-10,0.8400422310993528
2018-12-11,0.8425882918966116
2018-12-12,0.8435981315545263
2018-12-13,0.8349941697415898
2018-12-14,0.832441806505374
2018-12-17,0.8398887357414562
2018-12-18,0.8325724470598317
2018-12-19,0.8311520099990802
2018-12-20,0.837037566646613
2018-12-21,0.8400262436190707
2018-12-24,0.8504255517727957
2018-12-25,0.8515266723942589
2018-12-26,0.8514107605736339
2018-12-27,0.8481408322411839
2018-12-28,0.8495615689137059
2018-12-31,0.8503016265348272
2019-01-01,0.8509025734569003
2019-01-02,0.8513263262917113
2019-01-03,0.8909838142633744
2019-01-04,0.8737748729601647
2019-01-07,0.8552807925986602
2019-01-08,0.8477391741513833
2019-01-09,0.8484821943626736
2019-01-10,0.8433842123412987
2019-01-11,0.8458421306539978
2019-01-14,0.8432010530466196
2019-01-15,0.8431780164322447
2019-01-16,0.8434657599447156
2019-01-17,0.8484833168308435
2019-01-18,0.8450001204567599
2019-01-21,0.8550724086419128
2019-01-22,0.8539867448976368
2019-01-23,0.8528965844769627
2019-01-24,0.8448597292294812
2019-01-25,0.8520056819390666
2019-01-28,0.8384557620674998
2019-01-29,0.8391677813296317
2019-01-30,0.8426952221614553
2019-01-31,0.8297437066195337
2019-02-01,0.8300768121095184
2019-02-04,0.8353969643800455
2019-02-05,0.8430048008356603
2019-02-06,0.8445735168375035
2019-02-07,0.85699373988123
2019-02-08,0.8578100821969711
2019-02-11,0.858755713448095
2019-02-12,0.8690446500342348
2019-02-13,0.8631833447175522
2019-02-14,0.8711363035657498
2019-02-15,0.8685692444353117
2019-02-18,0.8624452884542895
2019-02-19,0.8619576267351636
2019-02-20,0.8536090751193733
2019-02-21,0.8547904305987102
2019-02-22,0.8582577419247188
2019-02-25,0.8548709104582858
2019-02-26,0.8521220348230225
2019-02-27,0.842762667227947
2019-02-28,0.8457528704690994
2019-03-01,0.8529994635282566
2019-03-04,0.8568505467838285
2019-03-05,0.8604759012020565
2019-03-06,0.8635722715818398
2019-03-07,0.8641008625867375
2019-03-08,0.8740893952735932
2019-03-11,0.8714967563127558
2019-03-12,0.8608204931027785
2019-03-13,0.8653679184821762
2019-03-14,0.8538551311492977
2019-03-15,0.8600286924306947
2019-03-18,0.856194151316558
2019-03-19,0.8543129634312923
2019-03-20,0.8537781648449287
2019-03-21,0.8452353770955994
2019-03-22,0.8526767918336269
2019-03-25,0.8520337347587087
2019-03-26,0.8486686459758501
2019-03-27,0.8524277151569474
2019-03-28,0.8581863257712846
2019-03-29,0.8633195007964495
2019-04-01,0.8647878839348762
2019-04-02,0.8683328600996632
2019-04-03,0.8692168148904267
2019-04-04,0.8608989563460279
2019-04-05,0.8680507868726403
2019-04-08,0.8706992952067208
2019-04-09,0.8638471800722857
2019-04-10,0.8600250195834676
2019-04-11,0.8542802524406445
2019-04-12,0.8648092926878106
2019-04-15,0.8602135305892726
2019-04-16,0.8587031241017382
2019-04-17,0.8630223056939715
2019-04-18,0.8620546984961078
2019-04-19,0.8691501975951227
2019-04-22,0.8676385724774194
2019-04-23,0.8680618550101354
2019-04-24,0.8747262758188661
2019-04-25,0.8894678331652094
2019-04-26,0.8861229660871632
2019-04-29,0.8825252992059672
2019-04-30,0.8791505714869584
2019-05-01,0.8711844866987668
2019-05-02,0.875108932300703
2019-05-03,0.8796551160409636
2019-05-06,0.8695046870377411
2019-05-07,0.8694351621726315
2019-05-08,0.8740974772159764
2019-05-09,0.8783885192161379
2019-05-10,0.8790445645353662
2019-05-13,0.8791843445726343
2019-05-14,0.8885944290021963
2019-05-15,0.8889307429640555
2019-05-16,0.8901897988643256
2019-05-17,0.9008807222227643
2019-05-20,0.9051477106635432
2019-05-21,0.9025508832624105
2019-05-23,0.9110744683899511
2019-05-24,0.900898618937926
2019-05-27,0.8948320969394514
2019-05-28,0.897842598413494
2019-05-29,0.9012018090669972
2019-05-30,0.9038578322789644
2019-05-31,0.9044856897807855
2019-06-03,0.9070778865904878
2019-06-04,0.8976636409001796
2019-06-05,0.8916870057280534
2019-06-06,0.8954872200630002
2019-06-07,0.8898003152983633
2019-06-10,0.8833430477394816
2019-06-11,0.889327353057677
2019-06-12,0.8853906677362329
2019-06-13,0.8925946301830722
2019-06-14,0.8975638767457065
2019-06-17,0.9088847688734759
2019-06-18,0.9144160176338564
2019-06-19,0.9120715897934261
2019-06-20,0.9062891771948913
2019-06-21,0.9018929084072085
2019-06-24,0.8895860624737287
2019-06-25,0.8869284328820582
2019-06-26,0.8939696684370461
2019-06-27,0.8860053984536179
2019-06-28,0.8857645996829254
2019-07-01,0.8781861607988385
2019-07-02,0.8935730697968363
2019-07-03,0.8972267732137977
2019-07-04,0.8949304837055679
2019-07-05,0.89544141512446
2019-07-08,0.9026929724240491
2019-07-09,0.903054964261716
2019-07-10,0.910840518814718
2019-07-11,0.9045024928449992
2019-07-12,0.9006819744344333
2019-07-15,0.8971702952791585
2019-07-16,0.8984862126814157
2019-07-17,0.9091237284261742
2019-07-18,0.9091142941839288
2019-07-19,0.8977274455177217
2019-07-22,0.9020839277130148
2019-07-23,0.9058989179279515
2019-07-24,0.9136353777993849
2019-07-25,0.9136157708106555
2019-07-26,0.9143871564078808
2019-07-29,0.9258546633352481
2019-07-30,0.9343125522317016
2019-07-31,0.9422241863824401
2019-08-01,0.951113362838086
2019-08-02,0.969738247455219
2019-08-05,0.9740278804504586
2019-08-06,0.9725861585075388
2019-08-07,0.969371917772593
2019-08-08,0.9736383663017909
2019-08-09,0.9703321715218266
2019-08-12,0.98493716595578
2019-08-13,0.9826566636865115
2019-08-14,0.9727194638526848
2019-08-15,0.9862347943524957
2019-08-16,0.982945871243253
2019-08-19,0.975195724270931
2019-08-20,0.9808883976799354
2019-08-21,0.9771863641213613
2019-08-22,0.976290175589627
2019-08-23,0.9727938674120566
2019-08-26,0.9845948247940763
2019-08-27,0.9764953616616479
2019-08-28,0.9771413182251714
2019-08-29,0.9808430476849733
2019-08-30,0.9829396765851027
2019-09-02,0.9935449455897376
2019-09-03,1.0025425504039287
2019-09-04,0.9968342135916615
2019-09-05,0.9745665517245046
2019-09-06,0.964001932912349
2019-09-09,0.9647242004657738
2019-09-10,0.9542134249116108
2019-09-11,0.9525749490805548
2019-09-12,0.9527482280601923
2019-09-13,0.9492410187541251
2019-09-16,0.9380597421328764
2019-09-17,0.9472562736285562
2019-09-18,0.9378108057649766
2019-09-19,0.9451281154683472
2019-09-20,0.9467024156096414
2019-09-23,0.9564761843397471
2019-09-24,0.9599498894721948
2019-09-25,0.9556102903969361
2019-09-26,0.9687113166591973
2019-09-27,0.9724706727380823
2019-09-30,0.9706315929931233
2019-10-01,0.9746439004200143
2019-10-02,0.9781846113172303
2019-10-03,0.9784095245177847
2019-10-04,0.973596746683716
2019-10-07,0.9711896812219419
2019-10-08,0.9751873370266996
2019-10-09,0.9819457659131768
2019-10-10,0.9794950374489476
2019-10-11,0.9568651165032162
2019-10-14,0.938993159392989
2019-10-15,0.9419784566851345
2019-10-16,0.9341628896824441
2019-10-17,0.9282695534799399
2019-10-18,0.9151007246307911
2019-10-21,0.9125946047233228
2019-10-22,0.9121690781098271
2019-10-23,0.9122228140331418
2019-10-24,0.9106289517643555
2019-10-25,0.9196904800976564
2019-10-28,0.9200576783977586
2019-10-29,0.9148855185339777
2019-10-30,0.9120771319750494
2019-10-31,0.9037174789954191
2019-11-01,0.9068656091967421
2019-11-04,0.9020465334375773
2019-11-05,0.9069112512039562
2019-11-06,0.9089976589099767
2019-11-07,0.9109966057263817
2019-11-08,0.911538903522681
2019-11-11,0.911003214273904
2019-11-12,0.9143372337486634
2019-11-13,0.9168000232920905
2019-11-14,0.9182609392453076
2019-11-15,0.9259586088807903
2019-11-18,0.9203010553609882
2019-11-19,0.921427279277652
2019-11-20,0.9197306103826743
2019-11-21,0.9220290464337123
2019-11-22,0.922846750392576
2019-11-25,0.9221526114372628
2019-11-26,0.9239449625984644
2019-11-27,0.9195670232714774
2019-11-28,0.9237477028362107
2019-11-29,0.9210293121637575
2019-12-02,0.9205151531235888
2019-12-03,0.9142450914654942
2019-12-04,0.9154638474301602
2019-12-05,0.918527568563357
2019-12-06,0.9213103908156612
2019-12-09,0.9249599840592162
2019-12-10,0.9259358387782513
2019-12-11,0.9234764704093716
2019-12-12,0.9171760044456084
2019-12-13,0.9097195020399641
2019-12-16,0.9162393630243011
2019-12-17,0.9105979513197497
2019-12-18,0.9063165637735207
2019-12-19,0.9072817055105472
2019-12-20,0.9010308985670248
2019-12-23,0.9020879322385601
2019-12-24,0.8968580899653888
2019-12-25,0.8961176937296751
2019-12-26,0.8967483720361602
2019-12-27,0.8964863261422822
2019-12-30,0.8884994625076882
2019-12-31,0.8812509855118681
2020-01-01,0.8822898025479966
2020-01-02,0.8817870107966725
2020-01-03,0.8841169029066595
2020-01-06,0.88137759629045
2020-01-07,0.8790466018417845
2020-01-08,0.8914637179605613
2020-01-09,0.8846011767088034
2020-01-10,0.8817126975665804
2020-01-13,0.8745587545344398
2020-01-14,0.8742933438491444
2020-01-15,0.872351259274854
2020-01-16,0.8687856458827918
2020-01-17,0.8713350838020797
2020-01-20,0.8797283442826398
2020-01-21,0.8800878002659758
2020-01-22,0.8801618889628459
2020-01-23,0.8740699180992004
2020-01-24,0.8750418677918748
2020-01-27,0.8849081995668713
2020-01-28,0.8885957692228608
2020-01-29,0.8848508822087201
2020-01-30,0.8876354613679724
2020-01-31,0.8950571214918857
2020-02-03,0.8996553628237718
2020-02-04,0.8924572691892622
2020-02-05,0.8837621509508529
2020-02-06,0.8807173272401476
2020-02-07,0.8801313993795764
2020-02-10,0.8902114143554867
2020-02-11,0.8891098393816071
2020-02-12,0.8830870248541789
2020-02-13,0.887346140068423
2020-02-14,0.8860475503500196
2020-02-17,0.885344427887477
2020-02-18,0.8883311116780376
2020-02-19,0.8932428200933163
2020-02-20,0.8856908591437349
2020-02-21,0.8907939893380312
2020-02-24,0.8814434561906515
2020-02-25,0.8861597340569134
2020-02-26,0.8854220596752639
2020-02-27,0.894696826548639
2020-02-28,0.8876707828796893
2020-03-02,0.9080883125860215
2020-03-03,0.8941664810102229
2020-03-04,0.8943628849294379
2020-03-05,0.8873848591995936
2020-03-06,0.8872247998366102
2020-03-09,0.8824996624952522
2020-03-10,0.8893288551314795
2020-03-11,0.9012788086490734
2020-03-12,0.9126572534731546
2020-03-13,0.9478213930459758
2020-03-16,0.9569682694622397
2020-03-17,0.9707317358100298
2020-03-18,0.9902928400581325
2020-03-19,1.0272105477217321
2020-03-20,1.0480263271465675
2020-03-23,1.041539044694025
2020-03-24,1.0262114220265013
2020-03-25,1.0079976187125768
2020-03-26,1.008064750551549
2020-03-27,0.9805113802391587
2020-03-30,0.9661480798860721
2020-03-31,0.9721325511434113
2020-04-01,0.9746717853125584
2020-04-02,0.9822006977563887
2020-04-03,0.9858747774114796
2020-04-06,0.9941383625881142
2020-04-07,0.9856890481654864
2020-04-08,0.9779338243692264
2020-04-09,0.9727246765302523
2020-04-10,0.9641623501827468
2020-04-13,0.9643218139010258
2020-04-14,0.9622607692714312
2020-04-15,0.9564640646835547
2020-04-16,0.9674696514181567
2020-04-17,0.9671183241404286
2020-04-20,0.9684995059642773
2020-04-21,0.9696271975476298
2020-04-22,0.9765659119775353
2020-04-23,0.9775626349595189
2020-04-24,0.9750369617955325
2020-04-27,0.971806016713456
