date,equity
2017-04-10,1.0
2017-04-11,1.0
2017-04-12,1.0
2017-04-13,1.0
2017-04-14,1.0
2017-04-17,1.0
2017-04-18,1.0
2017-04-19,1.0
2017-04-20,1.0
2017-04-21,1.0
2017-04-24,1.0
2017-04-25,1.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,1.0
2017-05-05,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,1.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,1.0
2017-05-26,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,1.0
2017-06-01,1.0
2017-06-02,1.0
2017-06-05,1.0
2017-06-06,1.0
2017-06-07,1.0
2017-06-08,1.0
2017-06-09,1.0
2017-06-12,1.0
2017-06-13,1.0
2017-06-14,1.0
2017-06-15,1.0
2017-06-16,1.0
2017-06-19,1.0
2017-06-20,1.0
2017-06-21,1.0
2017-06-22,1.0
2017-06-23,1.0
2017-06-26,1.0
2017-06-27,1.0
2017-06-28,1.0
2017-06-29,1.0
2017-06-30,1.0
2017-07-03,1.0
2017-07-04,1.0
2017-07-05,1.0
2017-07-06,1.0
2017-07-07,1.0
2017-07-10,1.0
2017-07-11,1.0
2017-07-12,1.0
2017-07-13,1.0
2017-07-14,1.0
2017-07-17,1.0
2017-07-18,1.0
2017-07-19,1.0
2017-07-20,1.0
2017-07-21,1.0
2017-07-24,1.0
2017-07-25,1.0
2017-07-26,1.0
2017-07-27,1.0
2017-07-28,1.0
2017-07-31,1.0
2017-08-01,1.0
2017-08-02,1.0
2017-08-03,1.0
2017-08-04,1.0
2017-08-07,1.0
2017-08-08,1.0
2017-08-09,1.0
2017-08-10,0.999704429905808
2017-08-11,0.9942592415462836
2017-08-14,0.9999814077372908
2017-08-15,0.998740171714689
2017-08-16,1.0029029697403908
2017-08-17,1.009577244424673
2017-08-18,0.9983862065114418
2017-08-21,1.004814343989433
2017-08-22,1.0055163454572456
2017-08-23,1.0087515000762217
2017-08-24,1.0078328206314235
2017-08-25,1.0096116000463002
2017-08-28,1.01586629872147
2017-08-29,1.0082898050041849
2017-08-30,1.0244703752276014
2017-08-31,1.0293508519529115
2017-09-01,1.0468589822777894
2017-09-04,1.0441389121639508
2017-09-05,1.0207786403936394
2017-09-06,1.0300083527072923
2017-09-07,1.024290564773715
2017-09-08,1.0266060784250597
2017-09-11,1.0529176289499609
2017-09-12,1.061423874766119
2017-09-13,1.079368515163154
2017-09-14,1.0643852808946415
2017-09-15,1.0787359171361643
2017-09-18,1.1027075092835508
2017-09-19,1.1065306856973505
2017-09-20,1.1185994747673154
2017-09-21,1.1175863653531466
2017-09-22,1.113130921459613
2017-09-25,1.0922618621913474
2017-09-26,1.081088401402099
2017-09-27,1.0934416781802594
2017-09-28,1.0925747569691804
2017-09-29,1.1054783469121416
2017-10-02,1.1139466574175254
2017-10-03,1.1109743614014593
2017-10-04,1.109532757027217
2017-10-05,1.124067783058977
2017-10-06,1.097138424393684
2017-10-09,1.094923889151446
2017-10-10,1.1146093427289705
2017-10-11,1.1285637216602389
2017-10-12,1.1297788390425136
2017-10-13,1.1385669520340755
2017-10-16,1.141811570203253
2017-10-17,1.1278513704290365
2017-10-18,1.1329004306367598
2017-10-19,1.1335425137449144
2017-10-20,1.1497030574762412
2017-10-23,1.1376584204045166
2017-10-24,1.1472265585705195
2017-10-25,1.1407739948646298
2017-10-26,1.150931862341549
2017-10-27,1.1354587312485938
2017-10-30,1.1157003542864885
2017-10-31,1.127164943113756
2017-11-01,1.133692646872179
2017-11-02,1.1361199189458053
2017-11-03,1.1308710387244885
2017-11-06,1.1309938254066199
2017-11-07,1.1260403823338367
2017-11-08,1.1284700731892252
2017-11-09,1.1166757755006567
2017-11-10,1.1043083403483733
2017-11-13,1.0996910988259347
2017-11-14,1.0884954684392523
2017-11-15,1.088833866430273
2017-11-16,1.1096483289718118
2017-11-17,1.1157629569235659
2017-11-20,1.0967017064134132
2017-11-21,1.1281417757848988
2017-11-22,1.1451739200670523
2017-11-23,1.1637089211385006
2017-11-24,1.1735996072090402
2017-11-27,1.163224319896315
2017-11-28,1.1835821511687281
2017-11-29,1.149181899542461
2017-11-30,1.1391781913513193
2017-12-01,1.1516858261247285
2017-12-04,1.1362097396647133
2017-12-05,1.1333531423914998
2017-12-06,1.11647351853348
2017-12-07,1.1047746932068436
2017-12-08,1.1134320085708684
2017-12-11,1.110139535901204
2017-12-12,1.1061896381755805
2017-12-13,1.1257337192657573
2017-12-14,1.1386337129004516
2017-12-15,1.148966070831952
2017-12-18,1.156102555672204
2017-12-19,1.1276082679953576
2017-12-20,1.1195646769665974
2017-12-21,1.1321401090146792
2017-12-22,1.1461131334496804
2017-12-25,1.1458860143289544
2017-12-26,1.1592373103790505
2017-12-27,1.179789876109128
2017-12-28,1.1977541334739146
2017-12-29,1.214234952442613
2018-01-01,1.2252407080280556
2018-01-02,1.247009060806839
2018-01-03,1.2864580712354543
2018-01-04,1.2948278093716368
2018-01-05,1.3147654726553353
2018-01-08,1.3100729616404898
2018-01-09,1.2885088239358156
2018-01-10,1.2707280638886618
2018-01-11,1.3091870891360997
2018-01-12,1.3590777427626648
2018-01-15,1.3872522913435916
2018-01-16,1.402919138894829
2018-01-17,1.4280845751758005
2018-01-18,1.4057869230595081
2018-01-19,1.4394695733559488
2018-01-22,1.4665316839189273
2018-01-23,1.4872197934384712
2018-01-24,1.523131454920698
2018-01-25,1.548757922155181
2018-01-26,1.5769738389189418
2018-01-29,1.567543631612083
2018-01-30,1.510451154839494
2018-01-31,1.5366942516508084
2018-02-01,1.5289514229467973
2018-02-02,1.4482020122675827
2018-02-05,1.2863377506515006
2018-02-06,1.29758678496717
2018-02-07,1.2643069959535513
2018-02-08,1.1948919955797521
2018-02-09,1.2105769184857658
2018-02-12,1.2288956015347947
2018-02-13,1.2418371123233067
2018-02-14,1.313529444204712
2018-02-15,1.3659975138521945
2018-02-16,1.3741415329512157
2018-02-19,1.3569962632427888
2018-02-20,1.3320666222581057
2018-02-21,1.3200830967720034
2018-02-22,1.3075774391670876
2018-02-23,1.337474554583668
2018-02-26,1.350431345157581
2018-02-27,1.3208978693733378
2018-02-28,1.272446659964298
2018-03-01,1.243962603394064
2018-03-02,1.2731477398544868
2018-03-05,1.2951038908986896
2018-03-06,1.3109587753478515
2018-03-07,1.3180003566804377
2018-03-08,1.3072035523399772
2018-03-09,1.3112968308975936
2018-03-12,1.3177228759497226
2018-03-13,1.319965682588297
2018-03-14,1.3261807188322638
2018-03-15,1.3238546120616497
2018-03-16,1.3035244630985228
2018-03-19,1.279194790138474
2018-03-20,1.2921782496450975
2018-03-21,1.3024162584072239
2018-03-22,1.2799464061275412
2018-03-23,1.2666197679303892
2018-03-26,1.313443180364091
2018-03-27,1.2876132383476857
2018-03-28,1.25950000665318
2018-03-29,1.2574513128048013
2018-03-30,1.2593962195277681
2018-04-02,1.2395250744126483
2018-04-03,1.248568619121863
2018-04-04,1.2495548082077472
2018-04-05,1.2671011801277081
2018-04-06,1.219611606994778
2018-04-09,1.24096589171064
2018-04-10,1.2814870369241829
2018-04-11,1.2978042861969143
2018-04-12,1.2953199297337838
2018-04-13,1.2885413397605119
2018-04-16,1.2922021575833216
2018-04-17,1.310248871888031
2018-04-18,1.3351885368571776
2018-04-19,1.3286567631752828
2018-04-20,1.3041338849419384
2018-04-23,1.2751072535397128
2018-04-24,1.2498410266958961
2018-04-25,1.255990515311664
2018-04-26,1.243958959929278
2018-04-27,1.2359985755018918
2018-04-30,1.2203124813034227
2018-05-01,1.2092117146548327
2018-05-02,1.1797263261277018
2018-05-03,1.175856401642091
2018-05-04,1.198729255708753
2018-05-07,1.193779756898664
2018-05-08,1.201170819227934
2018-05-09,1.2022958169968716
2018-05-10,1.2083333747737295
2018-05-11,1.2184023069943994
2018-05-14,1.2338200284341614
2018-05-15,1.218051639448401
2018-05-16,1.2104834169336762
2018-05-17,1.2068889213435334
2018-05-18,1.1842000125686265
2018-05-21,1.1916575486771674
2018-05-22,1.1967677059009247
2018-05-23,1.1836278617673126
2018-05-24,1.170410203816891
2018-05-25,1.1576252035579913
2018-05-28,1.1474415226445018
2018-05-29,1.0946097716503063
2018-05-30,1.1145809232330868
2018-05-31,1.1084115830649195
2018-06-01,1.1256668723187682
2018-06-04,1.130476412888042
2018-06-05,1.130296117678183
2018-06-06,1.157543652959379
2018-06-07,1.151182629955278
2018-06-08,1.1549699516032648
2018-06-11,1.1627592666794353
2018-06-12,1.1474483511583746
2018-06-13,1.144937574157088
2018-06-14,1.1359671447467132
2018-06-15,1.0711719587545545
2018-06-18,1.0712890958812276
2018-06-19,1.0488562012729168
2018-06-20,1.0502403242343528
2018-06-21,1.0301935663443904
2018-06-22,1.0551049121453675
2018-06-25,1.0306915693641914
2018-06-26,1.0382305110161192
2018-06-27,1.0058258852458275
2018-06-28,1.0071632953507663
2018-06-29,1.0137076091626467
2018-07-02,1.0052812865785554
2018-07-03,0.9906419200353034
2018-07-04,0.9942092996743863
2018-07-05,1.0044672961133507
2018-07-06,1.0133309957121048
2018-07-09,1.0396139404248421
2018-07-10,1.029914499895922
2018-07-11,0.9933930688156173
2018-07-12,0.9984991761848605
2018-07-13,0.9959700626489404
2018-07-16,0.9890800366428871
2018-07-17,0.9908313169666967
2018-07-18,1.0008899878425213
2018-07-19,0.9862907230765525
2018-07-20,0.9937185897669739
2018-07-23,0.9807904819371238
2018-07-24,1.0013420392102446
2018-07-25,1.0091058671360138
2018-07-26,1.0039432081151376
2018-07-27,1.0059838874340716
2018-07-30,1.0045837661624537
2018-07-31,0.9998836093086262
2018-08-01,1.0076111051054608
2018-08-02,1.0087204573216386
2018-08-03,1.0050500004537584
2018-08-06,0.999958937040095
2018-08-07,1.0059089351594845
2018-08-08,0.991399854928826
2018-08-09,0.9740519557348399
2018-08-10,0.9563365966793493
2018-08-13,0.9699319015815727
2018-08-14,0.9746669041872048
2018-08-15,0.981829940239481
2018-08-16,0.9823304740711026
2018-08-17,0.9718609322044558
2018-08-20,0.9519325662139795
2018-08-21,0.9416090536707081
2018-08-22,0.9276339629795493
2018-08-23,0.9375168229362472
2018-08-24,0.9482214521885491
2018-08-27,0.9399775703662757
2018-08-28,0.9436991498499274
2018-08-29,0.9498689527117316
2018-08-30,0.9460165490035887
2018-08-31,0.9465868389746355
2018-09-03,0.9607522337045973
2018-09-04,0.9715322561797689
2018-09-05,0.9828016352139295
2018-09-06,0.9676412313894898
2018-09-07,0.9766875438108862
2018-09-10,0.9824816181017448
2018-09-11,0.986620244658715
2018-09-12,0.9767592503660946
2018-09-13,0.9642687949873634
2018-09-14,0.9556844799056432
2018-09-17,0.9598902502914913
2018-09-18,0.9659630072028679
2018-09-19,0.9548808272287426
2018-09-20,0.9452100125549779
2018-09-21,0.9297791457244107
2018-09-24,0.9453027508559821
2018-09-25,0.9411723016720224
2018-09-26,0.927811570392371
2018-09-27,0.9291978167373917
2018-09-28,0.9259191314093002
2018-10-01,0.9494906322105101
2018-10-02,0.946394376188822
2018-10-03,0.9773963386145089
2018-10-04,1.0067692266006185
2018-10-05,1.002783526150586
2018-10-08,1.006464798966926
2018-10-09,0.999454514117413
2018-10-10,0.9804880232900872
2018-10-11,0.9437170330362247
2018-10-12,0.9443827331745551
2018-10-15,0.9387258673912492
2018-10-16,0.9308620282656718
2018-10-17,0.9351079977524657
2018-10-18,0.937882406798874
2018-10-19,0.9464486972194339
2018-10-22,0.9375059344640084
2018-10-23,0.9356182348419446
2018-10-24,0.930087982381062
2018-10-25,0.9474607862084007
2018-10-26,0.9400082020515569
2018-10-29,0.9427012621918178
2018-10-30,0.9459729544552572
2018-10-31,0.945733713382625
2018-11-01,0.9298639010682913
2018-11-02,0.9127231540748261
2018-11-05,0.9098713273246939
2018-11-06,0.9070893167077015
2018-11-07,0.8975809176475087
2018-11-08,0.9054302636515161
2018-11-09,0.9122080677947672
2018-11-12,0.9231953729076536
2018-11-13,0.9389129147901316
2018-11-14,0.9098440194156393
2018-11-15,0.9053510377414092
2018-11-16,0.899340168599837
2018-11-19,0.8800958332228627
2018-11-20,0.8912708027503383
2018-11-21,0.8909833093718715
2018-11-22,0.8849008199829723
2018-11-23,0.8925881787165885
2018-11-26,0.8971067648987231
2018-11-27,0.9049351036508817
2018-11-28,0.9091156490610787
2018-11-29,0.8904484560544671
2018-11-30,0.889736154120578
2018-12-03,0.8684914084501905
2018-12-04,0.8562430736365075
2018-12-05,0.8515924453119613
2018-12-06,0.8571571077465173
2018-12-07,0.8441195180554065
2018-12-10,0.8577124740158599
2018-12-11,0.8583156203669386
2018-12-12,0.8544116203138001
2018-12-13,0.8441468265066226
2018-12-14,0.8559146680600662
2018-12-17,0.8673373901248949
2018-12-18,0.8681732215487769
2018-12-19,0.8683678767095183
2018-12-20,0.876453969915776
2018-12-21,0.8964687310451055
2018-12-24,0.9170794538007457
2018-12-25,0.9182668770807674
2018-12-26,0.8981573140566176
2018-12-27,0.8895523584047437
2018-12-28,0.8784373701149399
2018-12-31,0.8709289527889135
2019-01-01,0.8715444779827859
2019-01-02,0.8658299017948443
2019-01-03,0.8982999425014815
2019-01-04,0.852782332653745
2019-01-07,0.8314145669507118
2019-01-08,0.8208827965265559
2019-01-09,0.8049677483233344
2019-01-10,0.8033251836357734
2019-01-11,0.8045311094066062
2019-01-14,0.8101822487514238
2019-01-15,0.805700350092264
2019-01-16,0.7989408783019745
2019-01-17,0.8017837016070949
2019-01-18,0.797609149533676
2019-01-21,0.8071165436969755
2019-01-22,0.8111632825378297
2019-01-23,0.8066739062035128
2019-01-24,0.7895649116565849
2019-01-25,0.7807538537859346
2019-01-28,0.7762179505409722
2019-01-29,0.7657585620147301
2019-01-30,0.7560411020010357
2019-01-31,0.7413694803257623
2019-02-01,0.740017076132908
2019-02-04,0.7439129995744217
2019-02-05,0.7437626895308256
2019-02-06,0.7524609041786403
2019-02-07,0.7747003808429275
2019-02-08,0.7789067333860628
2019-02-11,0.7813384997780569
2019-02-12,0.7830696406592761
2019-02-13,0.7761515258112203
2019-02-14,0.785721191587645
2019-02-15,0.77394256424771
2019-02-18,0.7684857854984535
2019-02-19,0.7612924396567311
2019-02-20,0.7506062620035706
2019-02-21,0.7493478819253621
2019-02-22,0.7528963715551885
2019-02-25,0.748722225502433
2019-02-26,0.7482231916803526
2019-02-27,0.736582950483513
2019-02-28,0.7413983840449392
2019-03-01,0.7471996839343948
2019-03-04,0.749569757468116
2019-03-05,0.7495421902295093
2019-03-06,0.7585525332135661
2019-03-07,0.7713859412874987
2019-03-08,0.7802996125025274
2019-03-11,0.773393313377549
2019-03-12,0.7645564458049481
2019-03-13,0.7615743687171647
2019-03-14,0.7540486372939387
2019-03-15,0.7568173753851103
2019-03-18,0.7477289766739664
2019-03-19,0.7423480933816365
2019-03-20,0.7459469289617305
2019-03-21,0.7435239802373718
2019-03-22,0.7716209931210304
2019-03-25,0.7684675559166132
2019-03-26,0.7659363182075525
2019-03-27,0.7797578591510258
2019-03-28,0.7932790789401104
2019-03-29,0.7940464288392645
2019-04-01,0.7759364811405762
2019-04-02,0.7796120827423145
2019-04-03,0.770406594585396
2019-04-04,0.7639278434091376
2019-04-05,0.769199292235414
2019-04-08,0.765704308507634
2019-04-09,0.7622534973122665
2019-04-10,0.7560171195673188
2019-04-11,0.7564025544220732
2019-04-12,0.7563473444205284
2019-04-15,0.7563949651996321
2019-04-16,0.7528686328989164
2019-04-17,0.7563800521367731
2019-04-18,0.7592133355989097
2019-04-19,0.7654623561634979
2019-04-22,0.7615114248556044
2019-04-23,0.7666453106572211
2019-04-24,0.7836751727574303
2019-04-25,0.7959381863842537
2019-04-26,0.7974914062949671
2019-04-29,0.7898645621420314
2019-04-30,0.7884424522064273
2019-05-01,0.7848789289662691
2019-05-02,0.7888277258685964
2019-05-03,0.7896718024161365
2019-05-06,0.7893386609574786
2019-05-07,0.8029965694661357
2019-05-08,0.8036984626920619
2019-05-09,0.8166798851477408
2019-05-10,0.8123547551946595
2019-05-13,0.8243305331627174
2019-05-14,0.8216340309834381
2019-05-15,0.8238100036137631
2019-05-16,0.8238843503060718
2019-05-17,0.846855842790995
2019-05-20,0.8460943897770999
2019-05-21,0.8405763463565322
2019-05-22,0.8547400098071947
2019-05-23,0.8821465741584215
2019-05-24,0.8611879823131595
2019-05-27,0.855388866042248
2019-05-28,0.8618752535476294
2019-05-29,0.8660704998712503
2019-05-30,0.876266600684348
2019-05-31,0.8933187241246544
2019-06-03,0.8893085005947589
2019-06-04,0.8732517555988533
2019-06-05,0.8792313287028384
2019-06-06,0.880493568349748
2019-06-07,0.8811208055261343
2019-06-10,0.8600173807436173
2019-06-11,0.8581989618072896
2019-06-12,0.8692298544418374
2019-06-13,0.8801871940708278
2019-06-14,0.8906847019915156
2019-06-17,0.9135173209620708
2019-06-18,0.9138702983129195
2019-06-19,0.9146235880979836
2019-06-20,0.9131047933688419
2019-06-21,0.9015851740233497
2019-06-24,0.9005507272028574
2019-06-25,0.9013956051776225
2019-06-26,0.8917770629989733
2019-06-27,0.8881582610588352
2019-06-28,0.8932108622800774
2019-07-01,0.8767440022108585
2019-07-02,0.9141810591534083
2019-07-03,0.9208396182061619
2019-07-04,0.9184828958956193
2019-07-05,0.8941804515302104
2019-07-08,0.8978832601496003
2019-07-09,0.9005229740577564
2019-07-10,0.9023421416095688
2019-07-11,0.8831274289317381
2019-07-12,0.8836300443236978
2019-07-15,0.8874333938158073
2019-07-16,0.8865160600562997
2019-07-17,0.9142753650042758
2019-07-18,0.9234880943945889
2019-07-19,0.9010047945785892
2019-07-22,0.9083468556134509
2019-07-23,0.9044397471427629
2019-07-24,0.9202032536748187
2019-07-25,0.9186368156403637
2019-07-26,0.9223417063287165
2019-07-29,0.9351823643003871
2019-07-30,0.9504811676164019
2019-07-31,0.9628473386856796
2019-08-01,1.0117263397127714
2019-08-02,1.0396488503678125
2019-08-05,1.0790979359335826
2019-08-06,1.0872734609072663
2019-08-07,1.0922816386856733
2019-08-08,1.0982573176367454
2019-08-09,1.0908225745489426
2019-08-12,1.1362649816162504
2019-08-13,1.1140687672086118
2019-08-14,1.14026424052077
2019-08-15,1.1722379525108386
2019-08-16,1.1536509297338935
2019-08-19,1.1249006884858512
2019-08-20,1.1420077696638864
2019-08-21,1.125243216524557
2019-08-22,1.1240901174769191
2019-08-23,1.147706163791072
2019-08-26,1.1485458238157644
2019-08-27,1.1520617568751375
2019-08-28,1.1456423379002827
2019-08-29,1.1282546733361953
2019-08-30,1.1308288111605793
2019-09-02,1.1430297061150023
2019-09-03,1.1632327724950242
2019-09-04,1.1450077046160967
2019-09-05,1.087929566026127
2019-09-06,1.072698572670224
2019-09-09,1.0511096605286405
2019-09-10,1.0205252366271698
2019-09-11,1.0187463040109905
2019-09-12,1.016789731922579
2019-09-13,0.9918779415348261
2019-09-16,0.9779020650621528
2019-09-17,0.9973703148181049
2019-09-18,0.9908472147669394
2019-09-19,0.9965568343222552
2019-09-20,1.008267743621943
2019-09-23,1.0213142511589455
2019-09-24,1.0412038627716955
2019-09-25,1.0250771805262269
2019-09-26,1.0409341220201827
2019-09-27,1.0505348747063656
2019-09-30,1.046526267970513
2019-10-01,1.0568001556698547
2019-10-02,1.0761922639988737
2019-10-03,1.0764987814411386
2019-10-04,1.0630701490340324
2019-10-07,1.0539535484578308
2019-10-08,1.0654737783595234
2019-10-09,1.0652960955199333
2019-10-10,1.0419673757037016
2019-10-11,1.002149111408971
2019-10-14,0.9876036846480941
2019-10-15,0.9917281331298088
2019-10-16,0.9875542334559826
2019-10-17,0.9823049800281886
2019-10-18,0.9658877423619976
2019-10-21,0.9636150879072114
2019-10-22,0.9655343441929154
2019-10-23,0.9658103752657422
2019-10-24,0.9649205723555192
2019-10-25,0.973899185910103
2019-10-28,0.9721394722691526
2019-10-29,0.9656107764488175
2019-10-30,0.9779859020577293
2019-10-31,0.978813335684695
2019-11-01,0.9830490495348494
2019-11-04,0.9728288998605893
2019-11-05,0.9656447663746148
2019-11-06,0.9754040432658002
2019-11-07,0.9657370795983865
2019-11-08,0.959209994910319
2019-11-11,0.9575807846864209
2019-11-12,0.9618951179860495
2019-11-13,0.9644443170286594
2019-11-14,0.9746156212491579
2019-11-15,0.9886615081909533
2019-11-18,0.988709579276106
2019-11-19,0.9970604422059507
2019-11-20,0.9908446659278156
2019-11-21,0.9827251664010318
2019-11-22,0.9857612970006856
2019-11-25,0.9955276393290486
2019-11-26,1.0040930960209304
2019-11-27,0.9960742042112287
2019-11-28,1.000602712699592
2019-11-29,0.9805921414084915
2019-12-02,0.9643018545180635
2019-12-03,0.9669065421641762
2019-12-04,0.9770786735528506
2019-12-05,0.9784016318543698
2019-12-06,0.9822475543806023
2019-12-09,0.9805717703561421
2019-12-10,0.9805096014401132
2019-12-11,0.9946853657312482
2019-12-12,0.9931294059004648
2019-12-13,1.001520143230949
2019-12-16,1.0027364930443856
2019-12-17,0.9990297321658166
2019-12-18,0.991183686000031
2019-12-19,0.9969493743468086
2019-12-20,0.9912399236490654
2019-12-23,0.987427268324237
2019-12-24,0.9897100634563788
2019-12-25,0.9888930137875072
2019-12-26,1.0069115350947981
2019-12-27,1.0112547056974344
2019-12-30,0.991107653299045
2019-12-31,0.9802307569676956
2020-01-01,0.981386251175834
2020-01-02,1.0129613416758483
2020-01-03,1.0188996657578286
2020-01-06,1.0233602341471681
2020-01-07,1.0157487382900312
2020-01-08,1.0225651370837023
2020-01-09,1.0199765423282383
2020-01-10,1.0228092640671127
2020-01-13,1.0190275203378314
2020-01-14,1.0209525432098225
2020-01-15,1.0221959088155956
2020-01-16,1.0243644170961417
2020-01-17,1.0325731227324246
2020-01-20,1.0425195318067633
2020-01-21,1.030551351481373
2020-01-22,1.0307467908873291
2020-01-23,1.0199015063446861
2020-01-24,1.024661222160262
2020-01-27,1.0209060536959422
2020-01-28,1.028818222132748
2020-01-29,1.0386699113992586
2020-01-30,1.0419236748924137
2020-01-31,1.0330648282354187
2020-02-03,1.04266635517658
2020-02-04,1.0286646244792654
2020-02-05,1.0205270246293532
2020-02-06,1.0245143144330686
2020-02-07,1.0223900701727384
2020-02-10,1.0495968737567307
2020-02-11,1.049257784844411
2020-02-12,1.0408194799840687
2020-02-13,1.0427007639738615
2020-02-14,1.047656427217209
2020-02-17,1.0468250601345819
2020-02-18,1.051353238743642
2020-02-19,1.0625846827490557
2020-02-20,1.052983095294869
2020-02-21,1.0666753492186674
2020-02-24,1.0307457639301292
2020-02-25,1.0216658596239006
2020-02-26,1.0217245727879831
2020-02-27,1.0464598149054403
2020-02-28,1.044425037254299
2020-03-02,1.0642060480036244
2020-03-03,1.073193199529242
2020-03-04,1.0634503147797256
2020-03-05,1.0924941182521195
2020-03-06,1.1424618229767147
2020-03-09,1.2215028517261168
2020-03-10,1.1382523858656035
2020-03-11,1.1505867304635127
2020-03-12,1.2330234711501011
2020-03-13,1.1926150201425347
2020-03-16,1.3472417909754326
2020-03-17,1.305943552857523
2020-03-18,1.3490697950895387
2020-03-19,1.3897174026668375
2020-03-20,1.4786673628299676
2020-03-23,1.5169693534391335
2020-03-24,1.4499646439744613
2020-03-25,1.3994358501052715
2020-03-26,1.382833023908415
2020-03-27,1.3738469558547366
2020-03-30,1.3427444319221389
2020-03-31,1.3456464389346252
2020-04-01,1.3876805847600056
2020-04-02,1.3874467215640163
2020-04-03,1.397142534477182
2020-04-06,1.3834625174959758
2020-04-07,1.3605777462237734
2020-04-08,1.3350035367848618
2020-04-09,1.332029937276117
2020-04-10,1.320304856888223
2020-04-13,1.3210204533130576
2020-04-14,1.31218498461144
2020-04-15,1.3320642568959262
2020-04-16,1.3494478117671083
2020-04-17,1.3230778104856522
2020-04-20,1.343184654530073
2020-04-21,1.3740497791548296
2020-04-22,1.3711696793561243
2020-04-23,1.379741403291829
2020-04-24,1.374724649219743
2020-04-27,1.3575046175807375
