date,weekday,vwap_0830_0834,entry_price,exit_price_1200,above_vwap,hold_price_0840,volume_0836_0930,gross_ret,net_ret
2020-01-17,Friday,331.7170370565415,331.74,331.55,1.0,331.8699,719388.0,-0.000572737686139746,-0.0007727376861397459
2020-01-27,Monday,323.6439579439842,323.64,324.2,-1.0,323.8,1145218.0,-0.001730317636880585,-0.0019303176368805851
2020-01-30,Thursday,324.8914868618474,324.86,325.17,-1.0,324.85,812165.0,-0.0009542572184941811,-0.0011542572184941812
2020-01-31,Friday,327.0607003775288,327.12,324.095,1.0,326.77,495630.0,-0.009247370995353332,-0.009447370995353333
2020-02-03,Monday,324.0045615149836,323.92,324.27,-1.0,323.75,445874.0,-0.001080513707088171,-0.001280513707088171
2020-02-04,Tuesday,328.21319845920505,328.23,329.585,1.0,328.29,588806.0,0.004128202784632551,0.003928202784632551
2020-02-05,Wednesday,332.2729364089775,332.3,331.98,1.0,332.22,529707.0,-0.0009629852542882844,-0.0011629852542882845
2020-02-07,Friday,333.6813545713356,332.98,333.18,-1.0,333.1,1005258.0,-0.000600636674875421,-0.000800636674875421
2020-02-10,Monday,332.1193591585618,332.09,333.38,-1.0,331.96,547933.0,-0.003884489144509118,-0.0040844891445091175
2020-02-13,Thursday,335.77353103210817,335.64,337.3,-1.0,335.78,596815.0,-0.004945775235371208,-0.005145775235371208
2020-02-21,Friday,335.39043131275673,335.45,334.41,1.0,335.58,635850.0,-0.0031003130123713474,-0.0033003130123713475
2020-02-24,Monday,324.8588266785395,324.82,323.51,-1.0,324.8,3018226.0,0.004033002893910509,0.003833002893910509
2020-02-25,Tuesday,323.6119285267195,323.75,319.42,1.0,323.86,1378401.0,-0.013374517374517336,-0.013574517374517337
2020-02-26,Wednesday,314.5100748711381,314.73,315.41,1.0,314.85,1573012.0,0.0021605820862327096,0.0019605820862327096
2020-02-27,Thursday,307.1120394085549,306.78,306.57,-1.0,306.6999,3433674.0,0.000684529630353925,0.000484529630353925
2020-02-28,Friday,293.4236077235393,292.89,291.74,-1.0,292.73,5081554.0,0.003926388746628318,0.0037263887466283175
2020-03-02,Monday,293.0165572464782,293.62,303.61,1.0,293.58,3497734.0,0.03402356787684768,0.033823567876847684
2020-03-03,Tuesday,307.89310899467984,307.78,307.32,-1.0,307.05,2367959.0,0.001494574046396746,0.001294574046396746
2020-03-04,Wednesday,305.73409206072745,305.65,304.98,-1.0,305.75,1318799.0,0.0021920497300832453,0.0019920497300832452
2020-03-05,Thursday,304.3634247269377,304.4,305.74,1.0,304.6,1926969.0,0.00440210249671491,0.004202102496714911
2020-03-06,Friday,293.3546244411899,294.18,294.9401,1.0,293.89,2362890.0,0.0025837922360458787,0.0023837922360458786
2020-03-10,Tuesday,283.72405576571157,283.29,275.46,-1.0,283.21,3285119.0,0.02763952133855785,0.02743952133855785
2020-03-11,Wednesday,278.6107223264024,278.07,277.94,-1.0,278.28,2742937.0,0.0004675081813931836,0.00026750818139318364
2020-03-13,Friday,262.1325334895459,262.0,252.98,-1.0,262.7,3337913.0,0.03442748091603054,0.03422748091603054
2020-03-17,Tuesday,244.47289812959664,244.77,251.03,1.0,244.56,1952405.0,0.025575029619642864,0.025375029619642865
2020-03-18,Wednesday,237.4355697430346,237.6,241.06,1.0,237.03,3236623.0,0.014562289562289665,0.014362289562289665
2020-03-19,Thursday,235.2165701448981,235.48,242.73,1.0,236.66,2525328.0,0.030788177339901468,0.03058817733990147
2020-03-20,Friday,241.80153382470374,242.5,238.82,1.0,241.7501,3434079.0,-0.015175257731958824,-0.015375257731958825
2020-03-23,Monday,232.73677091307434,232.68,220.48,-1.0,232.7,6872661.0,0.05243252535671317,0.05223252535671317
2020-03-24,Tuesday,231.3477496504139,231.28,240.43,-1.0,231.68,2879767.0,-0.03956243514354907,-0.03976243514354907
2020-03-25,Wednesday,241.66614985224174,242.21,245.84,1.0,241.58,3221963.0,0.014986994756616134,0.014786994756616134
2020-03-26,Thursday,243.04477496019638,243.75,258.4,1.0,244.23,5656470.0,0.06010256410256409,0.059902564102564095
2020-03-27,Friday,255.26938281500819,255.0602,252.68,-1.0,255.16,2988891.0,0.009331914583302292,0.009131914583302292
2020-03-30,Monday,254.85644558611725,254.93,259.16,1.0,255.09,2117376.0,0.016592790177695882,0.016392790177695883
2020-03-31,Tuesday,259.3169353154985,259.31,262.515,-1.0,258.65,1837328.0,-0.012359723882611418,-0.012559723882611418
2020-04-01,Wednesday,248.47577172127188,248.87,248.75,1.0,248.47,1972495.0,-0.000482179451119058,-0.000682179451119058
2020-04-02,Thursday,248.58871682633637,247.76,250.795,-1.0,246.75,3794120.0,-0.012249757830158137,-0.012449757830158137
2020-04-03,Friday,250.63216826373971,251.26,248.217,1.0,251.33,2318002.0,-0.012110960757780731,-0.012310960757780732
2020-04-06,Monday,257.07058069290656,257.17,260.85,1.0,257.34,1558090.0,0.014309600653264365,0.014109600653264364
2020-04-07,Tuesday,272.40858930104287,272.61,271.4873,1.0,272.94,4356521.0,-0.004118337551814011,-0.0043183375518140105
2020-04-08,Wednesday,267.48550017307025,267.37,270.79,-1.0,267.0,1307420.0,-0.012791263043722134,-0.012991263043722135
2020-04-09,Thursday,273.4865283269589,274.0,279.43,1.0,273.63,8094773.0,0.019817518248175237,0.019617518248175238
2020-04-13,Monday,277.27414621919405,277.45,273.6173,1.0,277.34,1218115.0,-0.01381402054424219,-0.01401402054424219
2020-04-14,Tuesday,280.2579618955118,280.28,281.161,1.0,280.15,1119766.0,0.0031432852861426053,0.002943285286142605
2020-04-15,Wednesday,277.51781126096813,277.24,276.14,-1.0,277.47,2625425.0,0.0039676814312510356,0.0037676814312510355
2020-04-16,Thursday,279.5064152584708,279.65,279.72,1.0,279.13,1139102.0,0.0002503128911139907,5.031289111399068e-05
2020-04-17,Friday,286.5486997494021,286.58,283.51,1.0,286.22,2415150.0,-0.010712541000767684,-0.010912541000767684
2020-04-20,Monday,281.8655967922226,281.92,285.934,1.0,281.81,972263.0,0.014238081725312268,0.014038081725312268
2020-04-21,Tuesday,276.3085781628203,276.41,273.61,1.0,276.07,1891651.0,-0.010129879526790009,-0.01032987952679001
2020-04-22,Wednesday,276.91558593199807,276.8,278.68,-1.0,277.09,2205576.0,-0.006791907514450912,-0.006991907514450912
2020-04-23,Thursday,279.87995450183615,279.78,282.29,-1.0,279.97,1385081.0,-0.008971334620058835,-0.009171334620058836
2020-04-24,Friday,280.4644627328287,280.32,279.3501,-1.0,280.78,847855.0,0.0034599743150685036,0.0032599743150685035
2020-04-27,Monday,286.24152085771044,285.89,286.91,-1.0,285.89,530727.0,-0.003567805799433499,-0.003767805799433499
2020-04-28,Tuesday,290.9827248433846,290.99,286.81,1.0,290.9,1313362.0,-0.0143647548025706,-0.014564754802570601
2020-04-29,Wednesday,291.2038501098945,290.58,292.8899,-1.0,290.18,3929235.0,-0.007949273866061146,-0.008149273866061147
2020-04-30,Thursday,292.91463392380507,292.85,289.6,-1.0,292.12,2047271.0,0.011097831654430568,0.010897831654430567
2020-05-01,Friday,284.6520439197766,284.6,282.72,-1.0,284.53,1283354.0,0.006605762473647192,0.006405762473647192
2020-05-04,Monday,280.9215716723744,280.74,281.42,-1.0,280.6,1089487.0,-0.002422169979340305,-0.002622169979340305
2020-05-05,Tuesday,286.5895824664704,286.38,288.855,-1.0,286.48,455587.0,-0.00864236329352619,-0.00884236329352619
2020-05-06,Wednesday,287.4396293472829,287.35,286.12,-1.0,287.0,840599.0,0.00428049417087184,0.004080494170871841
2020-05-07,Thursday,287.69115239260753,287.69,289.44,-1.0,287.72,464727.0,-0.006082936494143043,-0.006282936494143043
2020-05-08,Friday,291.4488838460336,291.12,291.73,-1.0,291.69,1313357.0,-0.0020953558669964956,-0.0022953558669964957
2020-05-11,Monday,290.05469698081197,290.06,291.9471,1.0,289.96,911694.0,0.0065058953320003,0.0063058953320003
2020-05-12,Tuesday,293.31279464387626,293.2,292.51,-1.0,293.35,520424.0,0.0023533424283764814,0.0021533424283764814
2020-05-13,Wednesday,287.4778357608239,287.0,281.87,-1.0,286.97,2684352.0,0.017874564459930298,0.0176745644599303
2020-05-14,Thursday,279.0717452308787,278.76,279.7698,-1.0,278.84,1738448.0,-0.0036224709427463697,-0.00382247094274637
2020-05-15,Friday,281.82112118641373,281.94,283.14,1.0,282.02,1453878.0,0.004256224728665714,0.004056224728665714
2020-05-18,Monday,292.95724302933587,292.86,295.04,-1.0,292.91,1651473.0,-0.007443829816294434,-0.0076438298162944335
2020-05-19,Tuesday,294.1798860177256,294.28,295.46,1.0,294.34,632606.0,0.0040097865977979374,0.0038097865977979374
2020-05-20,Wednesday,295.67959694324213,295.45,297.58,-1.0,295.63,427427.0,-0.007209341682179682,-0.0074093416821796815
2020-05-21,Thursday,295.7542901901812,295.72,294.87,-1.0,296.47,600542.0,0.0028743405924523957,0.0026743405924523956
2020-05-22,Friday,294.31293752310535,294.46,293.975,1.0,294.25,337746.0,-0.0016470827956257539,-0.001847082795625754
2020-05-26,Tuesday,301.21378396792824,301.34,300.4117,1.0,301.45,1251475.0,-0.0030805734386406547,-0.003280573438640655
2020-05-27,Wednesday,303.0448197439009,302.94,299.55,-1.0,303.1,2073246.0,0.011190334719746398,0.010990334719746397
2020-05-28,Thursday,304.08772287938956,304.4,305.5533,1.0,304.2,1050889.0,0.003788764783180021,0.0035887647831800208
2020-05-29,Friday,302.7898942743213,302.78,301.67,-1.0,302.78,864191.0,0.003666028139242883,0.0034660281392428828
2020-06-01,Monday,304.2498654168491,303.91,305.005,-1.0,303.66,981294.0,-0.0036030403737947747,-0.003803040373794775
2020-06-03,Wednesday,309.80312399178763,309.8,311.72,-1.0,309.81,1103184.0,-0.006197546804389997,-0.006397546804389997
2020-06-04,Thursday,310.5693219164846,310.47,311.531,-1.0,310.48,1212120.0,-0.003417399426675516,-0.003617399426675516
2020-06-05,Friday,314.99440434213466,315.96,320.32,1.0,316.34,4734229.0,0.013799215090517736,0.013599215090517735
2020-06-08,Monday,321.2200647063863,321.27,320.85,1.0,321.04,659736.0,-0.001307311607059325,-0.001507311607059325
2020-06-09,Tuesday,320.4352180422361,320.36,320.62,-1.0,320.21,820133.0,-0.0008115869646647678,-0.0010115869646647679
2020-06-10,Wednesday,321.77145091725214,321.77,319.71,-1.0,321.6,733141.0,0.006402088448270504,0.006202088448270505
2020-06-11,Thursday,310.8603436686024,310.39,308.01,-1.0,310.64,2621622.0,0.00766777280195885,0.00746777280195885
2020-06-12,Friday,306.495105039398,306.5,305.22,1.0,307.28,2066831.0,-0.004176182707993359,-0.0043761827079933585
2020-06-15,Monday,298.0660875786858,298.1,301.915,1.0,298.5,879226.0,0.012797718886279785,0.012597718886279785
2020-06-16,Tuesday,314.4293139144336,314.62,312.26,1.0,315.23,3719113.0,-0.007501112453118131,-0.00770111245311813
2020-06-17,Wednesday,314.7255184075,314.5,313.1,-1.0,314.43,496509.0,0.004451510333863151,0.0042515103338631515
2020-06-18,Thursday,309.873999934083,309.8,310.9199,-1.0,310.39,767409.0,-0.0036149128469979974,-0.0038149128469979975
2020-06-19,Friday,313.48460251220627,313.7399,311.69,1.0,313.5198,1286261.0,-0.006533756146412939,-0.006733756146412939
2020-06-22,Monday,308.5232859837322,308.5,309.1001,-1.0,308.11,1271649.0,-0.0019452188006483517,-0.002145218800648352
2020-06-23,Tuesday,314.39420767749505,314.41,313.82,1.0,314.45,658319.0,-0.0018765306446997254,-0.0020765306446997255
2020-06-24,Wednesday,309.91309249098606,309.92,303.46,1.0,309.74,987260.0,-0.020844088797109084,-0.021044088797109083
2020-06-25,Thursday,302.36851832380756,303.45,303.84,1.0,302.75,1201217.0,0.0012852199703410339,0.0010852199703410338
2020-06-26,Friday,306.8845529913137,306.62,302.603,-1.0,306.51,655886.0,0.013100906659709088,0.012900906659709088
2020-06-29,Monday,301.99134249998383,301.98,302.69,-1.0,301.63,981371.0,-0.002351149082720605,-0.002551149082720605
2020-06-30,Tuesday,303.8444753680232,303.82,306.79,-1.0,303.78,340096.0,-0.009775524981897377,-0.009975524981897377
2020-07-01,Wednesday,307.9198673507068,308.2,310.26,1.0,308.27,2611082.0,0.006683971447112302,0.006483971447112303
2020-07-02,Thursday,314.09234693665286,314.38,313.61,1.0,313.97,1070134.0,-0.0024492652204337606,-0.0026492652204337607
2020-07-06,Monday,317.0002400050521,317.09,316.445,1.0,317.12,562715.0,-0.0020341228042510817,-0.002234122804251082
2020-07-07,Tuesday,314.8013545942871,314.9,316.73,1.0,314.81,281322.0,0.005811368688472651,0.0056113686884726515
2020-07-08,Wednesday,314.1374196572399,313.98,314.14,-1.0,313.88,449580.0,-0.000509586597872369,-0.000709586597872369
2020-07-09,Thursday,316.9207258838622,316.93,312.24,1.0,317.07,440886.0,-0.014798220427223674,-0.014998220427223674
2020-07-10,Friday,312.67636220390915,312.77,315.85,1.0,313.89,1389413.0,0.009847491767113414,0.009647491767113414
2020-07-13,Monday,319.9233003261731,319.97,321.72,1.0,319.97,348540.0,0.005469262743382108,0.005269262743382109
2020-07-14,Tuesday,315.21983076322874,315.0,316.0,-1.0,314.48,1302582.0,-0.0031746031746031633,-0.0033746031746031634
2020-07-15,Wednesday,322.9480038681512,323.07,319.75,1.0,322.9804,968726.0,-0.010276410684990855,-0.010476410684990856
2020-07-16,Thursday,319.8269181634649,319.73,319.8,-1.0,319.32,691897.0,-0.0002189347261751795,-0.0004189347261751795
2020-07-20,Monday,320.8242476849227,320.9,322.86,1.0,321.02,811624.0,0.006107821751324405,0.005907821751324405
2020-07-21,Tuesday,326.78259352718027,326.9,326.01,1.0,326.9,255340.0,-0.0027225451208320317,-0.002922545120832032
2020-07-22,Wednesday,324.6340672051052,324.58,325.6,-1.0,324.59,506574.0,-0.0031425226446486487,-0.003342522644648649
2020-07-24,Friday,321.66255092172867,321.63,321.33,-1.0,321.61,458406.0,0.000932748810745343,0.000732748810745343
2020-07-28,Tuesday,322.1529805027014,322.12,322.93,-1.0,322.05,242094.0,-0.0025145908357133706,-0.0027145908357133707
2020-07-30,Thursday,322.58376472927273,322.54,322.73,-1.0,322.81,1664333.0,-0.0005890742233520818,-0.0007890742233520818
2020-08-03,Monday,328.3941582199494,328.36,329.06,-1.0,328.43,382336.0,-0.0021318065537823117,-0.0023318065537823117
2020-08-07,Friday,334.14748977935034,334.02,333.55,-1.0,333.8301,692865.0,0.001407101371175279,0.0012071013711752788
2020-08-11,Tuesday,337.08512037224364,337.07,336.62,-1.0,337.34,330845.0,0.0013350342658794423,0.0011350342658794422
2020-08-12,Wednesday,335.06688808922917,335.42,337.23,1.0,335.66,621340.0,0.005396219664897783,0.005196219664897784
2020-08-13,Thursday,337.11969495792704,337.38,337.68,1.0,337.34,396402.0,0.0008892050506847937,0.0006892050506847937
2020-08-14,Friday,336.8045877523549,336.9,337.1,1.0,336.78,321708.0,0.0005936479667558725,0.0003936479667558725
2020-08-20,Thursday,335.9819117308106,335.7,337.69,-1.0,335.95,905215.0,-0.005927911826035137,-0.006127911826035137
2020-08-21,Friday,336.57464388559094,336.72,337.97,1.0,336.7972,746832.0,0.0037122832026610375,0.0035122832026610374
2020-09-02,Wednesday,354.75598725749563,354.76,354.785,1.0,354.72,360905.0,7.047017702110914e-05,-0.00012952982297889087
2020-09-03,Thursday,356.4364152943554,356.64,348.05,1.0,356.88,642802.0,-0.02408591296545526,-0.024285912965455257
2020-09-04,Friday,345.8730577207606,345.64,339.21,-1.0,345.99,1203735.0,0.018603170929290647,0.018403170929290648
2020-09-08,Tuesday,337.43169419030625,337.14,335.49,-1.0,336.5,837495.0,0.0048941092721124235,0.004694109272112424
2020-09-09,Wednesday,336.5390755484073,336.4599,340.25,-1.0,336.71,1051374.0,-0.011264641046377255,-0.011464641046377256
2020-09-10,Thursday,339.43691788723874,339.64,339.425,1.0,340.02,555421.0,-0.000633023201036309,-0.000833023201036309
2020-09-11,Friday,335.7917883541048,335.59,334.8,-1.0,335.8,370607.0,0.00235406299353369,0.0021540629935336898
2020-09-14,Monday,337.18415503410097,337.2,339.81,1.0,337.42,848262.0,0.0077402135231317,0.007540213523131701
2020-09-15,Tuesday,341.013788381874,341.08,341.31,1.0,341.39,700764.0,0.0006743286032602214,0.0004743286032602214
2020-09-16,Wednesday,342.04611007843954,341.9,341.67,-1.0,341.85,287462.0,0.000672711319099073,0.000472711319099073
2020-09-17,Thursday,334.12544516509433,333.75,335.19,-1.0,334.05,1407468.0,-0.004314606741573135,-0.0045146067415731345
2020-09-18,Friday,335.1053844049248,335.44,333.0,1.0,335.51,603661.0,-0.00727402814214162,-0.007474028142141619
2020-09-21,Monday,325.25780703365524,325.13,323.62,-1.0,325.25,1126237.0,0.004644296127702785,0.004444296127702785
2020-09-22,Tuesday,327.49373197913746,327.73,327.62,1.0,327.82,331903.0,-0.000335642144448256,-0.000535642144448256
2020-09-24,Thursday,321.21619486265837,320.57,324.52,-1.0,320.27,960394.0,-0.012321801790560638,-0.012521801790560639
2020-09-25,Friday,322.6124373909925,322.33,324.33,-1.0,322.53,614177.0,-0.0062048211460303815,-0.006404821146030381
2020-09-28,Monday,333.4081684097059,333.43,333.7,1.0,333.19,329261.0,0.000809765168101162,0.000609765168101162
2020-09-30,Wednesday,332.2808908675132,332.35,336.86,1.0,332.79,650770.0,0.013570031593199916,0.013370031593199916
2020-10-01,Thursday,337.97981479846084,337.9,337.2,-1.0,337.87,629147.0,0.0020716188221366894,0.0018716188221366893
2020-10-02,Friday,332.2855149541673,331.9,332.79,-1.0,332.0,1313523.0,-0.0026815305815006685,-0.0028815305815006686
2020-10-07,Wednesday,337.89346544731865,337.85,339.39,-1.0,338.01,1218750.0,-0.004558235903507457,-0.004758235903507457
2020-10-12,Monday,349.6797536003062,349.8,351.72,1.0,349.81,380106.0,0.00548885077186978,0.00528885077186978
2020-10-13,Tuesday,352.5191806656709,352.63,351.45,1.0,352.56,852955.0,-0.003346283640076053,-0.0035462836400760533
2020-10-14,Wednesday,350.32843040324263,350.35,348.18,1.0,350.43,237773.0,-0.006193806193806273,-0.006393806193806272
2020-10-15,Thursday,343.7779790256726,343.74,345.57,-1.0,344.06,628844.0,-0.0053237912375632135,-0.005523791237563213
2020-10-16,Friday,348.6626285702521,348.77,349.44,1.0,348.8,618251.0,0.00192103678642086,0.0017210367864208599
2020-10-19,Monday,348.76112564211326,348.7,346.255,-1.0,348.75,415551.0,0.007011757958130138,0.0068117579581301385
2020-10-22,Thursday,342.5910376000618,342.25,342.3,-1.0,342.41,507744.0,-0.00014609203798388037,-0.00034609203798388036
2020-10-27,Tuesday,340.5808053422405,340.53,339.76,-1.0,340.59,297092.0,0.002261181100049914,0.0020611811000499137
2020-10-28,Wednesday,332.9628295809381,332.66,329.6901,-1.0,332.52,1411674.0,0.008927734022726064,0.008727734022726063
2020-10-29,Thursday,326.63109441956055,327.22,328.43,1.0,327.2,1032994.0,0.0036978179817859225,0.0034978179817859224
2020-10-30,Friday,327.1915615946228,327.3,324.84,1.0,327.49,1016140.0,-0.007516040329972662,-0.007716040329972662
2020-11-02,Monday,330.3533022437596,330.26,330.5103,-1.0,330.21,747010.0,-0.000757887724822881,-0.000957887724822881
2020-11-03,Tuesday,334.1742032967033,334.06,336.91,-1.0,334.06,345813.0,-0.008531401544632722,-0.008731401544632722
2020-11-04,Wednesday,342.62292372037444,342.62,346.67,-1.0,342.35,1701678.0,-0.011820675967544325,-0.012020675967544326
2020-11-05,Thursday,349.59792743821504,349.74,350.27,1.0,349.56,1051817.0,0.0015154114485045334,0.0013154114485045333
2020-11-06,Friday,348.435748781373,348.9899,350.37,1.0,348.91,1978245.0,0.003954555704907214,0.0037545557049072143
2020-11-09,Monday,366.03711137816526,365.69,359.6699,-1.0,366.13,3004317.0,0.016462304137384143,0.016262304137384144
2020-11-10,Tuesday,353.55562505475245,353.18,353.58,-1.0,353.15,664795.0,-0.001132566963021553,-0.001332566963021553
2020-11-11,Wednesday,356.8613565739652,356.84,356.9,-1.0,356.73,487989.0,-0.00016814258491204548,-0.00036814258491204546
2020-11-12,Thursday,355.33505008093164,355.67,355.25,1.0,355.63,627841.0,-0.0011808699074985496,-0.0013808699074985497
2020-11-16,Monday,361.58728102458986,361.56,361.77,-1.0,361.21,868180.0,-0.0005808164619980349,-0.0007808164619980349
2020-11-17,Tuesday,359.4489534268768,359.56,360.81,1.0,359.55,493679.0,0.0034764712426298416,0.0032764712426298415
2020-11-19,Thursday,355.4342416676671,355.57,355.9219,1.0,355.55,381231.0,0.0009896785443090916,0.0007896785443090917
2020-11-20,Friday,357.48897656127104,357.48,356.88,-1.0,357.41,588671.0,0.0016784155756965902,0.00147841557569659
2020-11-23,Monday,357.3191228482972,357.58,355.78,1.0,357.63,541915.0,-0.005033838581576133,-0.005233838581576133
2020-11-30,Monday,362.5321181078638,362.43,360.34,-1.0,362.5,373270.0,0.005766630797671368,0.0055666307976713686
2020-12-02,Wednesday,364.81655501655496,364.78,366.23,-1.0,364.74,506176.0,-0.003974998629310944,-0.004174998629310944
2020-12-03,Thursday,366.7998040444301,366.71,367.6182,-1.0,366.79,152048.0,-0.0024766163998801716,-0.0026766163998801717
2020-12-04,Friday,367.59545294922594,367.68,369.05,1.0,367.71,307355.0,0.003726066144473572,0.003526066144473572
2020-12-07,Monday,368.7019067119731,368.65,369.42,-1.0,368.65,293731.0,-0.0020887020208870677,-0.0022887020208870678
2020-12-10,Thursday,366.3645776319765,366.34,366.37,-1.0,366.23,561387.0,-8.189113937873138e-05,-0.00028189113937873136
2020-12-16,Wednesday,370.01939517914855,370.18,370.22,1.0,370.2,552170.0,0.00010805554054793554,-9.194445945206447e-05
2020-12-21,Monday,363.28074841970346,363.49,365.32,1.0,364.04,1202948.0,0.005034526396874739,0.004834526396874739
2020-12-22,Tuesday,368.7467494929006,368.66,367.055,-1.0,368.72,225583.0,0.004353604947648249,0.004153604947648249
2021-01-05,Tuesday,367.5575541020858,367.76,369.75,1.0,367.92,813713.0,0.005411137698499102,0.0052111376984991025
2021-01-06,Wednesday,370.5033721661608,370.36,375.4,-1.0,370.37,534570.0,-0.01360838103466877,-0.013808381034668771
2021-01-07,Thursday,375.69534248908764,375.68,378.785,-1.0,375.72,516594.0,-0.008265012776831338,-0.008465012776831338
2021-01-08,Friday,379.9182919643446,380.04,380.24,1.0,380.451,418859.0,0.0005262603936426746,0.00032626039364267465
2021-01-11,Monday,378.1482756190156,377.93,379.8169,-1.0,378.11,661786.0,-0.004992723520228504,-0.005192723520228503
2021-01-12,Tuesday,379.45804447187805,379.48,378.29,1.0,379.44,371920.0,-0.003135870138083696,-0.0033358701380836963
2021-01-13,Wednesday,378.22865146018165,378.1502,379.59,-1.0,378.21,361603.0,-0.003807481788982159,-0.0040074817889821585
2021-01-15,Friday,377.15742121144694,377.08,376.17,-1.0,377.04,891901.0,0.002413281001378942,0.0022132810013789418
2021-01-20,Wednesday,380.4650679957151,380.31,382.92,-1.0,380.51,330688.0,-0.006862822434329896,-0.007062822434329896
2021-01-22,Friday,381.44421638538944,381.54,383.61,1.0,381.53,657979.0,0.005425381349268843,0.005225381349268843
2021-01-25,Monday,382.907583538427,382.77,382.34,-1.0,382.68,472724.0,0.001123390025341564,0.0009233900253415641
2021-01-26,Tuesday,384.70268792520267,384.7,383.6391,-1.0,384.75,314959.0,0.0027577332986743475,0.0025577332986743474
2021-01-27,Wednesday,379.79528183617816,379.59,376.28,-1.0,379.14,1165997.0,0.00871993466635057,0.00851993466635057
2021-01-28,Thursday,373.5438945386065,374.09,380.6,1.0,373.95,1943341.0,0.017402229410035108,0.01720222941003511
2021-01-29,Friday,375.13153061564014,375.29,373.0201,1.0,375.87,1765689.0,-0.006048389245650099,-0.006248389245650098
2021-02-01,Monday,373.3301464146928,373.5,375.13,1.0,373.74,575731.0,0.004364123159303901,0.004164123159303901
2021-02-02,Tuesday,379.24454688144164,379.29,383.03,1.0,379.46,406839.0,0.009860528882912778,0.009660528882912777
2021-02-05,Friday,387.5677818891769,387.7,387.32,1.0,387.77,553137.0,-0.0009801392829507094,-0.0011801392829507095
2021-02-11,Thursday,391.2874229447912,391.28,390.51,-1.0,391.29,314973.0,0.0019679002249027855,0.0017679002249027854
2021-02-16,Tuesday,394.3521302662379,394.34,392.07,-1.0,394.27,455476.0,0.0057564538215751915,0.005556453821575192
2021-02-17,Wednesday,391.8883264649521,392.0,390.56,1.0,392.21,713686.0,-0.003673469387755146,-0.003873469387755146
2021-02-18,Thursday,390.60140299575556,390.35,388.93,-1.0,389.94,927629.0,0.0036377609837325853,0.003437760983732585
2021-02-22,Monday,387.077441589385,387.3,388.0399,1.0,387.32,728990.0,0.0019104053705136792,0.0017104053705136791
2021-02-24,Wednesday,388.29897336975785,388.3,389.9219,1.0,388.43,1054581.0,0.004176925057944869,0.0039769250579448695
2021-02-25,Thursday,390.5947367798012,390.85,386.33,1.0,390.94,612354.0,-0.011564538825636572,-0.011764538825636573
2021-02-26,Friday,383.36851997619186,383.53,383.51,1.0,383.87,1052815.0,-5.2147159283477684e-05,-0.00025214715928347767
2021-03-01,Monday,384.32681209997855,384.57,389.37,1.0,384.71,1095406.0,0.012481472813792083,0.012281472813792082
2021-03-02,Tuesday,388.84404556821335,388.76,387.52,-1.0,388.82,507123.0,0.0031896285626092924,0.0029896285626092923
2021-03-03,Wednesday,386.3768763031678,386.21,385.41,-1.0,386.36,1684390.0,0.00207141192615401,0.0018714119261540097
2021-03-04,Thursday,381.27564026100356,381.3896,382.96,1.0,381.4,798080.0,0.004117574260021684,0.003917574260021684
2021-03-05,Friday,376.11387866771815,376.64,375.86,1.0,376.9,2462455.0,-0.0020709430756159497,-0.00227094307561595
2021-03-08,Monday,383.2697034078942,383.14,385.25,-1.0,382.99,944279.0,-0.00550712533277653,-0.00570712533277653
2021-03-09,Tuesday,385.16033521030954,384.99,388.919,-1.0,385.4,623315.0,-0.010205459882074885,-0.010405459882074886
2021-03-10,Wednesday,388.47689360128106,388.54,390.105,1.0,388.24,1158316.0,0.004027899315385719,0.003827899315385719
2021-03-11,Thursday,392.0449292266569,392.09,394.82,1.0,391.93,301447.0,0.006962687138157175,0.006762687138157176
2021-03-12,Friday,392.5246742927496,392.52,392.445,-1.0,392.58,477908.0,0.00019107306634058574,-8.92693365941427e-06
2021-03-16,Tuesday,397.0589924871665,396.91,397.049,-1.0,396.8804,597612.0,-0.00035020533622209804,-0.000550205336222098
2021-03-17,Wednesday,394.6693609849786,394.78,394.155,1.0,394.74,339918.0,-0.0015831602411470191,-0.0017831602411470192
2021-03-19,Friday,391.2328102836879,391.16,390.52,-1.0,391.26,1875799.0,0.0016361591164741895,0.0014361591164741895
2021-03-23,Tuesday,391.37825540177056,391.36,392.83,-1.0,391.37,279496.0,-0.0037561324611610214,-0.003956132461161021
2021-03-25,Thursday,386.322514086047,386.37,386.85,1.0,386.04,888625.0,0.0012423324792298907,0.0010423324792298906
2021-03-29,Monday,394.09750832266326,394.15,394.66,1.0,393.97,659895.0,0.0012939236331346304,0.0010939236331346303
2021-03-30,Tuesday,394.1601484335999,393.98,394.04,-1.0,393.99,385703.0,-0.00015229199451738396,-0.00035229199451738394
2021-04-01,Thursday,397.9370294700347,397.94,399.1814,1.0,397.82,462256.0,0.0031195657636828855,0.0029195657636828854
2021-04-05,Monday,402.92476946546975,402.92,406.22,-1.0,403.27,656757.0,-0.008190211456368557,-0.008390211456368557
2021-04-07,Wednesday,405.6882903054352,405.67,406.08,-1.0,405.5,694575.0,-0.0010106737002981703,-0.0012106737002981704
2021-04-08,Thursday,407.9506035961273,407.82,407.88,-1.0,407.8,357021.0,-0.00014712373105774113,-0.0003471237310577411
2021-04-09,Friday,408.68670174959004,408.85,409.38,1.0,408.56,691254.0,0.0012963189433776723,0.0010963189433776722
